Country Name,Country Code,Time,Time Code,Total GHG emissions by sector (Mt CO2 eq) - Total including LUCF [CC.GHG.EMSE.IL],Total GHG emissions by sector (Mt CO2 eq) - Agriculture [CC.GHG.EMSE.AG],Total GHG emissions by sector (Mt CO2 eq) - Building [CC.GHG.EMSE.BL],Total GHG emissions by sector (Mt CO2 eq) - Electricity/Heat [CC.GHG.EMSE.EH],Total GHG emissions by sector (Mt CO2 eq) - Energy [CC.GHG.EMSE.EN],Total GHG emissions by sector (Mt CO2 eq) - Industrial Processes [CC.GHG.EMSE.IP],Total GHG emissions by sector (Mt CO2 eq) - Manufacturing/Construction [CC.GHG.EMSE.MC],Total GHG emissions by sector (Mt CO2 eq) - Transportation [CC.GHG.EMSE.TR],Agricultural land (% of land area) [AG.LND.AGRI.ZS],"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]","Population, total [SP.POP.TOTL]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Per capita GHG emissions (tons/capita) [CC.GHG.PECA],GHG growth (annual %) [CC.GHG.GRPE],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],Electricity net consumption [CC.ELEC.CON]
Turkiye,TUR,2018,YR2018,473.87,49.59,50.1,159.04,388.32,47.91,72.12,83.37,49.1171082208334,29.4517851085721,82340090,75.143,5.76,-0.03,2.97988523467896,778471901665.148,9454.34844272271,259.718296
Turkiye,TUR,2019,YR2019,..,..,..,..,..,..,..,..,49.0053662149344,34.1697334386076,83429607,75.63,..,..,0.889585160591679,761004425605.414,9121.51516673708,259.387646
United Kingdom,GBR,2005,YR2005,663.91,50.7,99.74,243.21,551.4,24.55,55.09,127.2,70.0863886248088,90.4467240521957,60401206,79.915,10.99,-0.88,2.59328001020944,2544829090909.09,42132.0907219815,351.022
United Kingdom,GBR,2006,YR2006,661.01,50.7,95.49,248.62,551.56,24.64,54.36,128.85,73.7320712602819,90.2384470469052,60846820,80.199,10.86,-0.44,2.58410467657816,2717059797608.1,44654.0969208924,348.402
United Kingdom,GBR,2007,YR2007,645.52,50.7,91.27,242.28,538.24,25.72,53.41,129.55,72.9425866986318,91.7108221092839,61322463,80.479,10.53,-2.34,2.26948687466346,3106182472989.2,50653.2569148306,344.982
United Kingdom,GBR,2008,YR2008,625.56,50.7,95.96,231.98,523.71,24.88,52.12,122.74,73.0955234985326,103.407032485339,61806995,80.757,10.12,-3.09,-0.239638084998987,2938882352941.18,47549.3486286006,343.588
United Kingdom,GBR,2009,YR2009,570.73,50.7,91.09,204.06,475.39,22.43,43.11,118.32,71.6116231967925,121.319808364159,62276270,81.031,9.16,-8.76,-4.24735626579708,2425798410967.44,38952.2110262455,323.682
United Kingdom,GBR,2010,YR2010,583.6,50.7,101.86,209.09,491.89,23.52,44.88,116.85,71.1941470673335,129.07297194198,62766365,81.302,9.3,2.26,2.13143819777204,2491110093454.18,39688.6149684498,330.96966
United Kingdom,GBR,2011,YR2011,540.98,50.7,82.31,197.4,453.68,21.31,40.17,115.4,70.9461414458728,141.584861177747,63258810,81.57,8.55,-7.3,1.4575633909042,2674891473843.81,42284.8844902996,320.47616
United Kingdom,GBR,2012,YR2012,562.45,50.7,90.46,211.57,477.01,21.07,40.21,114.91,71.020543132311,144.974859921399,63700215,81.837,8.83,3.97,1.46988752075868,2719158341005.79,42686.8000524926,322.17306
United Kingdom,GBR,2013,YR2013,543.71,50.7,91.76,195.92,461.45,21.59,40.89,114.17,71.3024428553714,139.555030100577,64128273,82.102,8.48,-3.33,1.8900183424514,2803291406029.93,43713.8141242308,321.95672
United Kingdom,GBR,2014,YR2014,502.84,50.7,77.7,170.88,422.67,22.05,40.57,115.64,71.2272144835283,148.49453298809,64602298,82.365,7.78,-7.52,2.99116481375781,3087165602962.86,47787.2412984884,309.13658
United Kingdom,GBR,2015,YR2015,486.78,50.7,81.55,150.35,407.61,22.13,39.16,118.82,70.8386723432398,145.613968908833,65116219,82.626,7.48,-3.19,2.62259667901294,2956573778737.76,45404.5677734722,311.1235
United Kingdom,GBR,2016,YR2016,464.28,50.7,86.6,125.94,384.87,21.52,32.07,121.63,71.7148836440293,153.825029578933,65611593,82.886,7.08,-4.62,2.26346353784494,2722851958486.23,41499.5557033073,309.42412
United Kingdom,GBR,2017,YR2017,450.24,50.7,84.05,114.6,372.46,20.26,32.98,122.09,72.1950667548465,159.196773896678,66058859,83.143,6.82,-3.03,2.13445309331686,2699016715111.39,40857.7555829627,305.80436
United Kingdom,GBR,2018,YR2018,441.13,50.7,87.01,106.64,364.85,19.14,31.96,120.66,71.7185202331253,155.535876893643,66460344,83.398,6.64,-2.02,1.65092549602133,2900791442554.06,43646.9519711493,306.90686
United Kingdom,GBR,2019,YR2019,..,..,..,..,..,..,..,..,72.4229988013062,157.742819858971,66836327,83.652,..,..,1.67194419724758,2878673912414.44,43070.4983595888,304.139935
United States,USA,2005,YR2005,6401.12,371.77,571.94,2791.21,6069.18,204.42,477.38,1807.72,45.0712950997171,56.5388479068386,295516599,79.928,21.66,0.22,3.48322032025258,13039199193000,44123.4070679055,3811.346490705
United States,USA,2006,YR2006,6306.81,375.4,517.53,2722.96,5969.29,208.39,495.86,1806.02,45.0668418846705,55.4673357624473,298379912,80.099,21.14,-1.47,2.78281062584327,13815586948000,46302.0008800056,3817.374049601
United States,USA,2007,YR2007,6397.67,378.98,549.01,2789.49,6044.83,221.72,486.05,1806.37,45.0623450106528,55.6599261078117,301231207,80.269,21.24,1.44,2.01050755163328,14474226905000,48050.2237771135,3890.977207741
United States,USA,2008,YR2008,6220.21,377.6,556.25,2719.59,5883.25,208.91,474.83,1708.27,44.9200211644376,63.8151298190915,304093966,80.438,20.45,-2.77,0.122188442974647,14769857911000,48570.0459804586,3867.360635155
United States,USA,2009,YR2009,5793.66,371.69,551.36,2489.11,5484.76,190.55,407.6,1622.55,44.7062669036734,75.8420482989664,306771529,80.606,18.89,-6.86,-2.59988835108558,14478064934000,47194.9433547336,3725.345123197
United States,USA,2010,YR2010,6041.59,373.6,545.06,2609.56,5716.13,204.59,466.39,1679.77,44.4925126429091,84.9644109904045,309327143,80.772,19.53,4.28,2.70885669419681,15048964444000,48650.6431283336,3889.289875723
United States,USA,2011,YR2011,5796.78,374.93,522.21,2488.67,5483.27,217,435.76,1633.59,44.2787583821449,89.5468170333317,311583481,80.944,18.61,-4.05,1.54989495017045,15599728123000,50065.9665041742,3886.633789006
United States,USA,2012,YR2012,5550.87,371.85,460.55,2360.2,5246.43,210.15,438.64,1597.53,44.0649990707762,93.6492617595668,313877662,81.119,17.69,-4.24,2.28068760319185,16253972230000,51784.4185738837,3838.802726345
United States,USA,2013,YR2013,5690.79,370.94,528.01,2378.54,5391.95,209.35,434.89,1646.94,44.1246821508141,95.5346882113219,316059947,81.299,18.01,2.52,1.84187539518688,16843190993000,53291.1276891406,3876.510978475
United States,USA,2014,YR2014,5711.15,370.82,545.08,2376.19,5402.76,219.36,437.26,1639.85,44.1843601802475,95.7666986884038,318386329,81.483,17.94,0.36,2.28777593255359,17550680174000,55123.8497869046,3914.50680973
United States,USA,2015,YR2015,5586.69,370.09,512.54,2234.02,5277.14,221.22,433.89,1700.05,44.2440272776368,96.4252279492666,320738994,81.671,17.42,-2.18,2.70636958176399,18206020741000,56762.7294515989,3914.29917567
United States,USA,2016,YR2016,5676.92,381.4,496.47,2145.51,5172.83,222.02,439.02,1711.22,44.3037053070702,98.5041017174837,323071755,81.862,17.58,1.61,1.66747207596187,18695110842000,57866.7449341091,3921.11069944
United States,USA,2017,YR2017,5613.64,381.93,497.9,2064.52,5100.78,227.96,429.41,1724.02,44.363367353855,97.7634725177003,325122128,82.058,17.27,-1.11,2.25568048065699,19479620056000,59914.777796976,3888.30564548
United States,USA,2018,YR2018,5794.35,385.25,550.68,2103.17,5271.21,233.91,458.79,1762.24,44.363367353855,99.178088646151,326838199,82.256,17.74,3.22,2.91885689667409,20527156026000,62805.2537579917,4032.62826743
United States,USA,2019,YR2019,..,..,..,..,..,..,..,..,44.363367353855,100.955077184095,328329953,82.459,..,..,2.28886986777364,21372572437000,65094.7994287929,3989.37824873
Mexico,MEX,2005,YR2005,521.72,87.5,24.42,191.58,450.42,25.21,58.71,130.23,54.8213688623679,..,106005199,76.308,4.92,4.96,2.30780706591736,877476221382.101,8277.67156384567,192.272
Mexico,MEX,2006,YR2006,543.9,86.63,24.87,190.58,468.25,28.68,66.17,137.41,54.8213688623679,..,107560155,76.616,5.06,4.25,4.49507789421408,975387131716.089,9068.29421839425,196.409
Mexico,MEX,2007,YR2007,565.29,88.01,24.2,193.74,484.44,31.48,62.13,145.17,54.8882430103655,..,109170503,76.92,5.18,3.93,2.29144571429802,1052696282278.87,9642.68051672231,202.249
Mexico,MEX,2008,YR2008,595.78,87.59,24.18,186.4,512.54,32.26,64.35,151.18,53.1675197407341,..,110815272,77.222,5.38,5.39,1.14358458719401,1109989063586.62,10016.5712139986,204.569
Mexico,MEX,2009,YR2009,580.11,89.02,23.14,193.63,494.51,32.24,52.11,147.7,52.8213174207156,..,112463886,77.52,5.16,-2.63,-5.28574413681751,900045350649.351,8002.97217765844,202.092
Mexico,MEX,2010,YR2010,584.23,89.81,23.75,195.39,496.84,32.55,62.17,150.58,52.3712029630392,..,114092961,77.815,5.12,0.71,5.11811814321163,1057801295584.05,9271.39839576997,216.27422
Mexico,MEX,2011,YR2011,680.75,91.43,23.43,204.58,506.16,34.27,67.93,151.66,52.1217109493557,..,115695468,78.111,5.88,16.52,3.66300792950094,1180489601957.61,10203.4212952716,240.50772
Mexico,MEX,2012,YR2012,674.16,91.09,23.72,212.32,500.31,34.95,61.5,152.51,51.7050335656781,..,117274156,78.405,5.75,-0.97,3.64232267941347,1201089987015.45,10241.727828043,248.23514
Mexico,MEX,2013,YR2013,668.85,94,22.76,201.55,497.32,35.08,65.75,150.64,51.1772422130199,..,118827158,78.699,5.63,-0.79,1.35409196151679,1274443084716.57,10725.1835873796,239.32269
Mexico,MEX,2014,YR2014,659.98,89.88,22.95,192.04,484.29,36.51,59.05,151.24,50.7976028190025,..,120355137,78.993,5.48,-1.33,2.84977325490688,1315351183524.54,10928.9160089988,244.60506
Mexico,MEX,2015,YR2015,684.99,90.87,22.64,193.61,496.98,38.03,66.02,150.51,50.7626224954345,..,121858251,79.285,5.62,3.79,3.29315152833387,1171867608197.72,9616.64555810607,253.71084
Mexico,MEX,2016,YR2016,698.62,95.59,21.84,196.74,503.26,38.99,61.94,155.89,50.5866920445485,..,123333379,79.577,5.66,1.99,2.63053242455089,1078490651625.31,8744.51555912786,263.93144
Mexico,MEX,2017,YR2017,694.58,96.82,21.6,194.71,495.63,39.76,68.35,151.37,49.8706242444507,..,124777326,79.867,5.57,-0.58,2.11312913549695,1158913035796.37,9287.84958732302,262.3672
Mexico,MEX,2018,YR2018,695.26,96.83,21.61,193.16,495.77,40.53,66.72,156.58,49.6494251395355,..,126190782,80.156,5.51,0.1,2.19499472522698,1222408203104.3,9686.98492655586,275.66438
Mexico,MEX,2019,YR2019,..,..,..,..,..,..,..,..,49.4385143650814,..,127575529,80.444,..,..,-0.18590678837252,1269404276770.7,9950.2176218348,277.14414
"Korea, Rep.",KOR,2005,YR2005,488.66,14.14,57.93,228.6,464.9,57.22,74.08,86.07,19.4217862674239,..,48184561,81.345,10.14,-0.93,4.30854271411236,934901071332.984,19402.5026259549,350.194
"Korea, Rep.",KOR,2006,YR2006,496.96,13.71,53.18,236.65,472.09,59.11,79.09,85.96,19.1783649876135,..,48438292,81.528,10.26,1.7,5.26432659466724,1053216909887.56,21743.4774514254,364.485
"Korea, Rep.",KOR,2007,YR2007,505.75,14.22,51.3,254.21,485.2,55.04,73.39,88.64,18.9847296739579,..,48683638,81.631,10.39,1.77,5.79954841503216,1172614086539.86,24086.4104391677,387.021
"Korea, Rep.",KOR,2008,YR2008,519.83,14.08,50.6,268.06,497.48,57.17,77.57,84.17,18.733890091762,..,49054708,81.733,10.6,2.78,3.01298487281167,1047339010225.25,21350.427979823,402.892
"Korea, Rep.",KOR,2009,YR2009,533.49,14.15,50.04,288.7,510.08,58.01,69.24,85.07,18.4937152276942,..,49307835,81.835,10.82,2.63,0.792698989518186,943941876218.743,19143.8516053025,409.232
"Korea, Rep.",KOR,2010,YR2010,586.31,14.42,53.18,322.88,560.02,60.93,78.45,86.61,18.2407407407407,..,49554112,81.936,11.83,9.9,6.80482491783671,1144066965324.49,23087.2256438476,450.4183
"Korea, Rep.",KOR,2011,YR2011,620.34,14.02,52.41,346.63,583.66,62.23,80.13,85.13,18.068731350962,..,49936638,81.923,12.42,5.81,3.68566778212526,1253223044718.99,25096.2638838239,473.01604
"Korea, Rep.",KOR,2012,YR2012,624.83,14.47,51.31,350.8,586.89,63.53,76.33,87.58,18.3742678039256,32.4090205799357,50199853,81.851,12.45,0.72,2.40253099246186,1278427634342.59,25466.7605170594,483.19288
"Korea, Rep.",KOR,2013,YR2013,624.54,14.12,51.21,345.95,586.1,64.45,77.01,90.88,18.154291462238,34.9298593014974,50428893,81.779,12.38,-0.05,3.16470863647184,1370795199976.18,27182.7343101936,488.3963
"Korea, Rep.",KOR,2014,YR2014,613.81,13.78,46.17,343.58,573.92,66.09,72.23,92.46,17.9441650415683,36.5002640215506,50746659,81.707,12.1,-1.72,3.2024537945736,1484318219633.63,29249.5752209742,495.94782
"Korea, Rep.",KOR,2015,YR2015,635.34,13.95,47.95,351.34,593.24,68.4,76.27,98.4,17.815177792601,37.4929571097141,51014947,81.634,12.45,3.51,2.80910326824133,1465773245547.15,28732.2310762599,499.7654
"Korea, Rep.",KOR,2016,YR2016,651.13,13.97,51.34,356.66,600.49,72.45,73,101.31,17.4460708387613,38.0655141568922,51217803,81.562,12.71,2.49,2.94688171508626,1500111596236.37,29288.8704389833,508.7001
"Korea, Rep.",KOR,2017,YR2017,664.54,13.98,51.9,365.16,611.4,75.14,71.83,103.47,17.1951594708235,37.3486351375477,51361911,81.503,12.94,2.06,3.15963574012777,1623901496835.79,31616.8434004683,511.75994
"Korea, Rep.",KOR,2018,YR2018,673.08,14.18,51.09,373.7,617.23,77.85,71.97,101.66,16.9401148482363,37.5556431793942,51585058,81.459,13.04,1.28,2.90740377377135,1724845615629.26,33436.9230646064,534.616672
"Korea, Rep.",KOR,2019,YR2019,..,..,..,..,..,..,..,..,16.7725409836066,39.969480137044,51764822,81.43,..,..,2.24397786011012,1651422932447.77,31902.4169048194,539.98224
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Data from database: Country Climate and Development Report (CCDR),,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/07/2022,,,,,,,,,,,,,,,,,,,,,
